symbol,date,time,frequency,open,high,low,close,volume,value,kind,source,productionUsage
US10Y_MONTHLY_SAMPLE,1954-04-01,1954-04-01T00:00:00Z,monthly,2.29,2.29,2.29,2.29,,2.29,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1954-05-01,1954-05-01T00:00:00Z,monthly,2.37,2.37,2.37,2.37,,2.37,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1954-06-01,1954-06-01T00:00:00Z,monthly,2.38,2.38,2.38,2.38,,2.38,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1954-07-01,1954-07-01T00:00:00Z,monthly,2.3,2.3,2.3,2.3,,2.3,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1954-08-01,1954-08-01T00:00:00Z,monthly,2.36,2.36,2.36,2.36,,2.36,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1954-09-01,1954-09-01T00:00:00Z,monthly,2.38,2.38,2.38,2.38,,2.38,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1954-10-01,1954-10-01T00:00:00Z,monthly,2.43,2.43,2.43,2.43,,2.43,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1954-11-01,1954-11-01T00:00:00Z,monthly,2.48,2.48,2.48,2.48,,2.48,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1954-12-01,1954-12-01T00:00:00Z,monthly,2.51,2.51,2.51,2.51,,2.51,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1955-01-01,1955-01-01T00:00:00Z,monthly,2.61,2.61,2.61,2.61,,2.61,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1955-02-01,1955-02-01T00:00:00Z,monthly,2.65,2.65,2.65,2.65,,2.65,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1955-03-01,1955-03-01T00:00:00Z,monthly,2.68,2.68,2.68,2.68,,2.68,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1955-04-01,1955-04-01T00:00:00Z,monthly,2.75,2.75,2.75,2.75,,2.75,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1955-05-01,1955-05-01T00:00:00Z,monthly,2.76,2.76,2.76,2.76,,2.76,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1955-06-01,1955-06-01T00:00:00Z,monthly,2.78,2.78,2.78,2.78,,2.78,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1955-07-01,1955-07-01T00:00:00Z,monthly,2.9,2.9,2.9,2.9,,2.9,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1955-08-01,1955-08-01T00:00:00Z,monthly,2.97,2.97,2.97,2.97,,2.97,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1955-09-01,1955-09-01T00:00:00Z,monthly,2.97,2.97,2.97,2.97,,2.97,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1955-10-01,1955-10-01T00:00:00Z,monthly,2.88,2.88,2.88,2.88,,2.88,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1955-11-01,1955-11-01T00:00:00Z,monthly,2.89,2.89,2.89,2.89,,2.89,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1955-12-01,1955-12-01T00:00:00Z,monthly,2.96,2.96,2.96,2.96,,2.96,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1956-01-01,1956-01-01T00:00:00Z,monthly,2.9,2.9,2.9,2.9,,2.9,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1956-02-01,1956-02-01T00:00:00Z,monthly,2.84,2.84,2.84,2.84,,2.84,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1956-03-01,1956-03-01T00:00:00Z,monthly,2.96,2.96,2.96,2.96,,2.96,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1956-04-01,1956-04-01T00:00:00Z,monthly,3.18,3.18,3.18,3.18,,3.18,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1956-05-01,1956-05-01T00:00:00Z,monthly,3.07,3.07,3.07,3.07,,3.07,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1956-06-01,1956-06-01T00:00:00Z,monthly,3.0,3.0,3.0,3.0,,3.0,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1956-07-01,1956-07-01T00:00:00Z,monthly,3.11,3.11,3.11,3.11,,3.11,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1956-08-01,1956-08-01T00:00:00Z,monthly,3.33,3.33,3.33,3.33,,3.33,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1956-09-01,1956-09-01T00:00:00Z,monthly,3.38,3.38,3.38,3.38,,3.38,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1956-10-01,1956-10-01T00:00:00Z,monthly,3.34,3.34,3.34,3.34,,3.34,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1956-11-01,1956-11-01T00:00:00Z,monthly,3.49,3.49,3.49,3.49,,3.49,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1956-12-01,1956-12-01T00:00:00Z,monthly,3.59,3.59,3.59,3.59,,3.59,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1957-01-01,1957-01-01T00:00:00Z,monthly,3.46,3.46,3.46,3.46,,3.46,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1957-02-01,1957-02-01T00:00:00Z,monthly,3.34,3.34,3.34,3.34,,3.34,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1957-03-01,1957-03-01T00:00:00Z,monthly,3.41,3.41,3.41,3.41,,3.41,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1957-04-01,1957-04-01T00:00:00Z,monthly,3.48,3.48,3.48,3.48,,3.48,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1957-05-01,1957-05-01T00:00:00Z,monthly,3.6,3.6,3.6,3.6,,3.6,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1957-06-01,1957-06-01T00:00:00Z,monthly,3.8,3.8,3.8,3.8,,3.8,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1957-07-01,1957-07-01T00:00:00Z,monthly,3.93,3.93,3.93,3.93,,3.93,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1957-08-01,1957-08-01T00:00:00Z,monthly,3.93,3.93,3.93,3.93,,3.93,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1957-09-01,1957-09-01T00:00:00Z,monthly,3.92,3.92,3.92,3.92,,3.92,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1957-10-01,1957-10-01T00:00:00Z,monthly,3.97,3.97,3.97,3.97,,3.97,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1957-11-01,1957-11-01T00:00:00Z,monthly,3.72,3.72,3.72,3.72,,3.72,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1957-12-01,1957-12-01T00:00:00Z,monthly,3.21,3.21,3.21,3.21,,3.21,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1958-01-01,1958-01-01T00:00:00Z,monthly,3.09,3.09,3.09,3.09,,3.09,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1958-02-01,1958-02-01T00:00:00Z,monthly,3.05,3.05,3.05,3.05,,3.05,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1958-03-01,1958-03-01T00:00:00Z,monthly,2.98,2.98,2.98,2.98,,2.98,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1958-04-01,1958-04-01T00:00:00Z,monthly,2.88,2.88,2.88,2.88,,2.88,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1958-05-01,1958-05-01T00:00:00Z,monthly,2.92,2.92,2.92,2.92,,2.92,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1958-06-01,1958-06-01T00:00:00Z,monthly,2.97,2.97,2.97,2.97,,2.97,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1958-07-01,1958-07-01T00:00:00Z,monthly,3.2,3.2,3.2,3.2,,3.2,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1958-08-01,1958-08-01T00:00:00Z,monthly,3.54,3.54,3.54,3.54,,3.54,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1958-09-01,1958-09-01T00:00:00Z,monthly,3.76,3.76,3.76,3.76,,3.76,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1958-10-01,1958-10-01T00:00:00Z,monthly,3.8,3.8,3.8,3.8,,3.8,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1958-11-01,1958-11-01T00:00:00Z,monthly,3.74,3.74,3.74,3.74,,3.74,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1958-12-01,1958-12-01T00:00:00Z,monthly,3.86,3.86,3.86,3.86,,3.86,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1959-01-01,1959-01-01T00:00:00Z,monthly,4.02,4.02,4.02,4.02,,4.02,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1959-02-01,1959-02-01T00:00:00Z,monthly,3.96,3.96,3.96,3.96,,3.96,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1959-03-01,1959-03-01T00:00:00Z,monthly,3.99,3.99,3.99,3.99,,3.99,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1959-04-01,1959-04-01T00:00:00Z,monthly,4.12,4.12,4.12,4.12,,4.12,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1959-05-01,1959-05-01T00:00:00Z,monthly,4.31,4.31,4.31,4.31,,4.31,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1959-06-01,1959-06-01T00:00:00Z,monthly,4.34,4.34,4.34,4.34,,4.34,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1959-07-01,1959-07-01T00:00:00Z,monthly,4.4,4.4,4.4,4.4,,4.4,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1959-08-01,1959-08-01T00:00:00Z,monthly,4.43,4.43,4.43,4.43,,4.43,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1959-09-01,1959-09-01T00:00:00Z,monthly,4.68,4.68,4.68,4.68,,4.68,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1959-10-01,1959-10-01T00:00:00Z,monthly,4.53,4.53,4.53,4.53,,4.53,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1959-11-01,1959-11-01T00:00:00Z,monthly,4.53,4.53,4.53,4.53,,4.53,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1959-12-01,1959-12-01T00:00:00Z,monthly,4.69,4.69,4.69,4.69,,4.69,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1960-01-01,1960-01-01T00:00:00Z,monthly,4.72,4.72,4.72,4.72,,4.72,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1960-02-01,1960-02-01T00:00:00Z,monthly,4.49,4.49,4.49,4.49,,4.49,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1960-03-01,1960-03-01T00:00:00Z,monthly,4.25,4.25,4.25,4.25,,4.25,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1960-04-01,1960-04-01T00:00:00Z,monthly,4.28,4.28,4.28,4.28,,4.28,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1960-05-01,1960-05-01T00:00:00Z,monthly,4.35,4.35,4.35,4.35,,4.35,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1960-06-01,1960-06-01T00:00:00Z,monthly,4.15,4.15,4.15,4.15,,4.15,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1960-07-01,1960-07-01T00:00:00Z,monthly,3.9,3.9,3.9,3.9,,3.9,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1960-08-01,1960-08-01T00:00:00Z,monthly,3.8,3.8,3.8,3.8,,3.8,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1960-09-01,1960-09-01T00:00:00Z,monthly,3.8,3.8,3.8,3.8,,3.8,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1960-10-01,1960-10-01T00:00:00Z,monthly,3.89,3.89,3.89,3.89,,3.89,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1960-11-01,1960-11-01T00:00:00Z,monthly,3.93,3.93,3.93,3.93,,3.93,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1960-12-01,1960-12-01T00:00:00Z,monthly,3.84,3.84,3.84,3.84,,3.84,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1961-01-01,1961-01-01T00:00:00Z,monthly,3.84,3.84,3.84,3.84,,3.84,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1961-02-01,1961-02-01T00:00:00Z,monthly,3.78,3.78,3.78,3.78,,3.78,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1961-03-01,1961-03-01T00:00:00Z,monthly,3.74,3.74,3.74,3.74,,3.74,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1961-04-01,1961-04-01T00:00:00Z,monthly,3.78,3.78,3.78,3.78,,3.78,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1961-05-01,1961-05-01T00:00:00Z,monthly,3.71,3.71,3.71,3.71,,3.71,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1961-06-01,1961-06-01T00:00:00Z,monthly,3.88,3.88,3.88,3.88,,3.88,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1961-07-01,1961-07-01T00:00:00Z,monthly,3.92,3.92,3.92,3.92,,3.92,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1961-08-01,1961-08-01T00:00:00Z,monthly,4.04,4.04,4.04,4.04,,4.04,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1961-09-01,1961-09-01T00:00:00Z,monthly,3.98,3.98,3.98,3.98,,3.98,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1961-10-01,1961-10-01T00:00:00Z,monthly,3.92,3.92,3.92,3.92,,3.92,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1961-11-01,1961-11-01T00:00:00Z,monthly,3.94,3.94,3.94,3.94,,3.94,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1961-12-01,1961-12-01T00:00:00Z,monthly,4.06,4.06,4.06,4.06,,4.06,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1962-01-01,1962-01-01T00:00:00Z,monthly,4.08,4.08,4.08,4.08,,4.08,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1962-02-01,1962-02-01T00:00:00Z,monthly,4.04,4.04,4.04,4.04,,4.04,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1962-03-01,1962-03-01T00:00:00Z,monthly,3.93,3.93,3.93,3.93,,3.93,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1962-04-01,1962-04-01T00:00:00Z,monthly,3.84,3.84,3.84,3.84,,3.84,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1962-05-01,1962-05-01T00:00:00Z,monthly,3.87,3.87,3.87,3.87,,3.87,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1962-06-01,1962-06-01T00:00:00Z,monthly,3.91,3.91,3.91,3.91,,3.91,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1962-07-01,1962-07-01T00:00:00Z,monthly,4.01,4.01,4.01,4.01,,4.01,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1962-08-01,1962-08-01T00:00:00Z,monthly,3.98,3.98,3.98,3.98,,3.98,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1962-09-01,1962-09-01T00:00:00Z,monthly,3.98,3.98,3.98,3.98,,3.98,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1962-10-01,1962-10-01T00:00:00Z,monthly,3.93,3.93,3.93,3.93,,3.93,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1962-11-01,1962-11-01T00:00:00Z,monthly,3.92,3.92,3.92,3.92,,3.92,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1962-12-01,1962-12-01T00:00:00Z,monthly,3.86,3.86,3.86,3.86,,3.86,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1963-01-01,1963-01-01T00:00:00Z,monthly,3.83,3.83,3.83,3.83,,3.83,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1963-02-01,1963-02-01T00:00:00Z,monthly,3.92,3.92,3.92,3.92,,3.92,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1963-03-01,1963-03-01T00:00:00Z,monthly,3.93,3.93,3.93,3.93,,3.93,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1963-04-01,1963-04-01T00:00:00Z,monthly,3.97,3.97,3.97,3.97,,3.97,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1963-05-01,1963-05-01T00:00:00Z,monthly,3.93,3.93,3.93,3.93,,3.93,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1963-06-01,1963-06-01T00:00:00Z,monthly,3.99,3.99,3.99,3.99,,3.99,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1963-07-01,1963-07-01T00:00:00Z,monthly,4.02,4.02,4.02,4.02,,4.02,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1963-08-01,1963-08-01T00:00:00Z,monthly,4.0,4.0,4.0,4.0,,4.0,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1963-09-01,1963-09-01T00:00:00Z,monthly,4.08,4.08,4.08,4.08,,4.08,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1963-10-01,1963-10-01T00:00:00Z,monthly,4.11,4.11,4.11,4.11,,4.11,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1963-11-01,1963-11-01T00:00:00Z,monthly,4.12,4.12,4.12,4.12,,4.12,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1963-12-01,1963-12-01T00:00:00Z,monthly,4.13,4.13,4.13,4.13,,4.13,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1964-01-01,1964-01-01T00:00:00Z,monthly,4.17,4.17,4.17,4.17,,4.17,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1964-02-01,1964-02-01T00:00:00Z,monthly,4.15,4.15,4.15,4.15,,4.15,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1964-03-01,1964-03-01T00:00:00Z,monthly,4.22,4.22,4.22,4.22,,4.22,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1964-04-01,1964-04-01T00:00:00Z,monthly,4.23,4.23,4.23,4.23,,4.23,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1964-05-01,1964-05-01T00:00:00Z,monthly,4.2,4.2,4.2,4.2,,4.2,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1964-06-01,1964-06-01T00:00:00Z,monthly,4.17,4.17,4.17,4.17,,4.17,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1964-07-01,1964-07-01T00:00:00Z,monthly,4.19,4.19,4.19,4.19,,4.19,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1964-08-01,1964-08-01T00:00:00Z,monthly,4.19,4.19,4.19,4.19,,4.19,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1964-09-01,1964-09-01T00:00:00Z,monthly,4.2,4.2,4.2,4.2,,4.2,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1964-10-01,1964-10-01T00:00:00Z,monthly,4.19,4.19,4.19,4.19,,4.19,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1964-11-01,1964-11-01T00:00:00Z,monthly,4.15,4.15,4.15,4.15,,4.15,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1964-12-01,1964-12-01T00:00:00Z,monthly,4.18,4.18,4.18,4.18,,4.18,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1965-01-01,1965-01-01T00:00:00Z,monthly,4.19,4.19,4.19,4.19,,4.19,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1965-02-01,1965-02-01T00:00:00Z,monthly,4.21,4.21,4.21,4.21,,4.21,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1965-03-01,1965-03-01T00:00:00Z,monthly,4.21,4.21,4.21,4.21,,4.21,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1965-04-01,1965-04-01T00:00:00Z,monthly,4.2,4.2,4.2,4.2,,4.2,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1965-05-01,1965-05-01T00:00:00Z,monthly,4.21,4.21,4.21,4.21,,4.21,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1965-06-01,1965-06-01T00:00:00Z,monthly,4.21,4.21,4.21,4.21,,4.21,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1965-07-01,1965-07-01T00:00:00Z,monthly,4.2,4.2,4.2,4.2,,4.2,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1965-08-01,1965-08-01T00:00:00Z,monthly,4.25,4.25,4.25,4.25,,4.25,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1965-09-01,1965-09-01T00:00:00Z,monthly,4.29,4.29,4.29,4.29,,4.29,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1965-10-01,1965-10-01T00:00:00Z,monthly,4.35,4.35,4.35,4.35,,4.35,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1965-11-01,1965-11-01T00:00:00Z,monthly,4.45,4.45,4.45,4.45,,4.45,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1965-12-01,1965-12-01T00:00:00Z,monthly,4.62,4.62,4.62,4.62,,4.62,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1966-01-01,1966-01-01T00:00:00Z,monthly,4.61,4.61,4.61,4.61,,4.61,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
US10Y_MONTHLY_SAMPLE,1966-02-01,1966-02-01T00:00:00Z,monthly,4.83,4.83,4.83,4.83,,4.83,factor_candle,GitHub datasets mirror sample,offline_sample_production_disabled
